target_id,comparator_id,outcome_id,analysis_id,rr,ci_95_lb,ci_95_ub,p,i_2,log_rr,se_log_rr,target_subjects,comparator_subjects,target_days,comparator_days,target_outcomes,comparator_outcomes,calibrated_p,calibrated_rr,calibrated_ci_95_lb,calibrated_ci_95_ub,calibrated_log_rr,calibrated_se_log_rr,database_id
239,237,290,1,0.555555555555555,0.170719666555431,1.60806500638991,0.304260356236346,NA,-0.587786664902119,0.572144197313491,512,512,835878,851059,9,19,NA,NA,NA,NA,NA,NA,TMU_CRD
239,237,291,1,1,0.0395799610481354,25.2653103620755,1,NA,0,1.64769982939051,529,529,877091,908372,-5,-5,NA,NA,NA,NA,NA,NA,TMU_CRD
239,237,292,1,0.812500000000001,0.384019184473142,1.68720799324276,0.582386320689518,NA,-0.207639364778243,0.37759312607321,510,510,823099,826099,22,29,NA,NA,NA,NA,NA,NA,TMU_CRD
239,237,501343,1,NA,NA,NA,NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA,NA,NA,NA,TMU_CRD
239,237,781705,1,NA,NA,NA,NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA,NA,NA,NA,TMU_CRD
239,237,903031,1,NA,NA,NA,NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA,NA,NA,NA,TMU_CRD
239,237,929542,1,NA,NA,NA,NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA,NA,NA,NA,TMU_CRD
239,237,951980,1,NA,NA,NA,NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA,NA,NA,NA,TMU_CRD
239,237,958999,1,NA,NA,NA,NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA,NA,NA,NA,TMU_CRD
239,237,1368823,1,NA,NA,NA,NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA,NA,NA,NA,TMU_CRD
239,237,1385645,1,NA,NA,NA,NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA,NA,NA,NA,TMU_CRD
239,237,1394333,1,NA,NA,NA,NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA,NA,NA,NA,TMU_CRD
239,237,1401581,1,NA,NA,NA,NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA,NA,NA,NA,TMU_CRD
239,237,1502877,1,NA,NA,NA,NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA,NA,NA,NA,TMU_CRD
239,237,1593397,1,NA,NA,NA,NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA,NA,NA,NA,TMU_CRD
239,237,1701651,1,NA,NA,NA,NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA,NA,NA,NA,TMU_CRD
239,237,1728903,1,NA,NA,NA,NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA,NA,NA,NA,TMU_CRD
239,237,1745072,1,NA,NA,NA,NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA,NA,NA,NA,TMU_CRD
239,237,1750928,1,NA,NA,NA,NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA,NA,NA,NA,TMU_CRD
239,237,19003296,1,0.666666666666667,0.223472602821781,1.84861472234409,0.45191133744055,NA,-0.405465108108164,0.539015775654311,517,517,840324,855665,7,11,NA,NA,NA,NA,NA,NA,TMU_CRD
239,237,19004969,1,NA,NA,NA,NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA,NA,NA,NA,TMU_CRD
239,237,19010564,1,1,0.120041405708989,8.33045892868214,1,NA,0,1.08161097084541,525,525,866182,902078,-5,-5,NA,NA,NA,NA,NA,NA,TMU_CRD
239,237,19020092,1,NA,NA,NA,NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA,NA,NA,NA,TMU_CRD
239,237,19021959,1,NA,NA,NA,NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA,NA,NA,NA,TMU_CRD
239,237,19028286,1,NA,NA,NA,NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA,NA,NA,NA,TMU_CRD
239,237,19029327,1,NA,NA,NA,NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA,NA,NA,NA,TMU_CRD
239,237,19033280,1,NA,NA,NA,NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA,NA,NA,NA,TMU_CRD
239,237,19035953,1,NA,NA,NA,NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA,NA,NA,NA,TMU_CRD
239,237,19051865,1,NA,NA,NA,NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA,NA,NA,NA,TMU_CRD
239,237,19068894,1,NA,NA,NA,NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA,NA,NA,NA,TMU_CRD
239,237,19070680,1,NA,NA,NA,NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA,NA,NA,NA,TMU_CRD
239,237,19077457,1,NA,NA,NA,NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA,NA,NA,NA,TMU_CRD
239,237,19110712,1,NA,NA,NA,NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA,NA,NA,NA,TMU_CRD
239,237,35603563,1,NA,NA,NA,NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA,NA,NA,NA,TMU_CRD
239,237,35604657,1,NA,NA,NA,NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA,NA,NA,NA,TMU_CRD
239,237,35604680,1,NA,NA,NA,NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA,NA,NA,NA,TMU_CRD
239,237,35606465,1,NA,NA,NA,NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA,NA,NA,NA,TMU_CRD
239,237,35606631,1,NA,NA,NA,NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA,NA,NA,NA,TMU_CRD
239,237,40161488,1,NA,NA,NA,NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA,NA,NA,NA,TMU_CRD
239,237,40168938,1,NA,NA,NA,NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA,NA,NA,NA,TMU_CRD
239,237,40242044,1,NA,NA,NA,NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA,NA,NA,NA,TMU_CRD
239,237,42628962,1,NA,NA,NA,NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA,NA,NA,NA,TMU_CRD
239,237,42709323,1,NA,NA,NA,NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA,NA,NA,NA,TMU_CRD
239,237,42800778,1,NA,NA,NA,NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA,NA,NA,NA,TMU_CRD
239,237,42899259,1,NA,NA,NA,NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA,NA,NA,NA,TMU_CRD
239,237,43012263,1,NA,NA,NA,NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA,NA,NA,NA,TMU_CRD
239,237,43013171,1,NA,NA,NA,NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA,NA,NA,NA,TMU_CRD
239,237,43532423,1,NA,NA,NA,NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA,NA,NA,NA,TMU_CRD
239,237,45774966,1,NA,NA,NA,NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA,NA,NA,NA,TMU_CRD
239,237,45775686,1,NA,NA,NA,NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA,NA,NA,NA,TMU_CRD
239,237,45775689,1,NA,NA,NA,NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA,NA,NA,NA,TMU_CRD
239,237,45892906,1,NA,NA,NA,NA,NA,NA,NA,530,530,881962,912677,0,0,NA,NA,NA,NA,NA,NA,TMU_CRD
